Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.01.11;WA76;Aluminium und Waren daraus;1005451;1035815;-30364
01.01.11;WA78;Blei und Waren daraus;49218;27988;21230
01.01.11;WA79;Zink und Waren daraus;49770;85953;-36183
01.01.11;WA80;Zinn und Waren daraus;10831;39935;-29104
01.01.11;WA81;Andere unedle Metalle, Cermets usw.;90835;129370;-38535
01.01.11;WA82;Werkzeuge, Schneidwaren, Essbestecke;499136;320591;178545
01.01.11;WA83;Verschiedene Waren aus unedlen Metallen;503144;296478;206666
01.01.11;WA84;Maschinen, Apparate, mechanische Geräte;13454530;8581595;4872935
01.01.11;WA85;Elektrotechnische Erzeugnisse;8153313;7749970;403343
01.01.11;WA86;Schienenfahrzeuge;236976;143215;93761
01.01.11;WA87;Kraftfahrzeuge, Landfahrzeuge;12554428;4967120;7587308
01.01.11;WA88;Luftfahrzeuge, Raumfahrzeuge;1878917;830354;1048563
01.01.11;WA89;Wasserfahrzeuge;177049;806451;-629402
01.01.11;WA90;Optische, photografische usw. Erzeugnisse;3481525;2073736;1407789
01.01.11;WA91;Uhrmacherwaren;96244;117137;-20893
01.01.11;WA92;Musikinstrumente;39084;39614;-530
01.01.11;WA93;Waffen und Munition;19167;9434;9733
01.01.11;WA94;Möbel, Beleuchtungskörper usw.;913971;1090577;-176606
01.01.11;WA95;Spielzeug, Spiele usw., Sportgeräte;251821;405573;-153752
01.01.11;WA96;Verschiedene Waren;143951;117694;26257
01.01.11;WA97;Kunstgegenstände, Sammlungsstücke;89899;19864;70035
01.01.11;WA98;Vollständige Fabrikationsanlagen;241775;853;240922
01.01.11;WA99;Zusammenstellungen verschiedener Waren;1064701;844693;220008
01.01.12;WA01;Lebende Tiere;116483;125089;-8606
01.01.12;WA02;Fleisch;615881;434183;181698
01.01.12;WA03;Fische, Krebs- und Weichtiere;90041;229989;-139948
01.01.12;WA04;Milch, Milcherzeugnisse, Eier, Honig;644240;483104;161136
01.01.12;WA05;Andere Waren tierischen Ursprungs;71713;77092;-5379
01.01.12;WA06;Pflanzen, Waren des Blumenhandels;41939;195001;-153062
01.01.12;WA07;Gemüse, Pflanzen für Ernährung;52625;412012;-359387
01.01.12;WA08;Geniessbare Früchte und Nüsse;91544;523947;-432403
01.01.12;WA09;Kaffee, Tee, Mate, Gewürze;199194;396598;-197404
01.01.12;WA10;Getreide;143846;206476;-62630
01.01.12;WA11;Müllereierzeugnisse, Malz usw.;91022;36645;54377
01.01.12;WA12;Ölsamen usw., Heilpflanzen usw.;105522;381262;-275740
01.01.12;WA13;Schellack, Gummen, Harz, Pflanzensaft;38757;42984;-4227
01.01.12;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;973;2005;-1032
01.01.12;WA15;Tierische und pflanzliche Fette, Öle, Wachs;187056;322476;-135420
01.01.12;WA16;Zubereitungen von Fleisch, Fisch usw.;197513;185399;12114
01.01.12;WA17;Zucker und Zuckerwaren;146894;116406;30488
01.01.12;WA18;Kakao und Zubereitungen aus Kakao;290320;271796;18524
01.01.12;WA19;Zubereitungen aus Getreide usw., Backwaren;344769;202228;142541
01.01.12;WA20;Zubereitungen von Gemüse, Früchten usw.;165014;336279;-171265
01.01.12;WA21;Verschiedene Lebensmittelzubereitungen;327742;192335;135407
01.01.12;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;328419;448800;-120381
01.01.12;WA23;Rückstände der Lebensmittelindustrie, Futter;220835;239704;-18869
01.01.12;WA24;Tabak;329265;128582;200683
01.01.12;WA25;Salz, Schwefel, Steine, Erden usw.;155729;141915;13814
01.01.12;WA26;Erze, Schlacken, Aschen;25726;721063;-695337
01.01.12;WA27;Mineralische Brennstoffe usw.;2439906;10504429;-8064523
01.01.12;WA28;Anorganische chemische Erzeugnisse;661838;529368;132470
01.01.12;WA29;Organische chemische Erzeugnisse;2237942;1790593;447349
01.01.12;WA30;Pharmazeutische Erzeugnisse;4600985;2584531;2016454
01.01.12;WA31;Düngemittel;238120;104833;133287
01.01.12;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;864120;448986;415134
01.01.12;WA33;Etherische Öle, Riech-, Schönheitsmittel;623613;358801;264812
01.01.12;WA34;Seifen, Waschmittel usw.;494242;254616;239626
01.01.12;WA35;Eiweissstoffe, Klebstoffe, Enzyme;223495;146947;76548
01.01.12;WA36;Sprengstoffe, pyrotechnische Artikel usw.;18644;22397;-3753
01.01.12;WA37;Photochemische Erzeugnisse;79736;57092;22644
01.01.12;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1536410;937061;599349
01.01.12;WA39;Kunststoffe und Waren daraus;4101678;2512033;1589645
01.01.12;WA40;Kautschuk und Waren daraus;1145337;1146069;-732
01.01.12;WA41;Häute, Felle, Leder;69327;71588;-2261
01.01.12;WA42;Lederwaren, Sattlerwaren;136958;274169;-137211
01.01.12;WA43;Pelzfelle, künstliches Pelzwerk;8573;13836;-5263
01.01.12;WA44;Holz, Holzwaren, Holzkohle;460786;506948;-46162
01.01.12;WA45;Kork, Korkwaren;2080;6993;-4913
01.01.12;WA46;Flechtwaren, Korbmacherwaren;2902;11898;-8996
01.01.12;WA47;Halbstoffe aus Holz usw., Papierabfall;106308;283263;-176955
01.01.12;WA48;Papier, Pappe und Waren daraus;1344090;902315;441775
01.01.12;WA49;Bücher, Zeitungen, Bilddrucke usw.;353321;159085;194236
01.01.12;WA50;Seide;6220;6538;-318
01.01.12;WA51;Wolle, feine und grobe Tierhaare;52103;64790;-12687
01.01.12;WA52;Baumwolle;85599;92247;-6648
01.01.12;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;5509;7718;-2209
01.01.12;WA54;Synthetisches oder künstliches Filament;159435;117397;42038
01.01.12;WA55;Synthetische oder künstliche Spinnfaser;156415;124825;31590
01.01.12;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;167797;88922;78875
01.01.12;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;47103;89461;-42358
01.01.12;WA58;Spezialgewebe, Spitzen, Tapisserien;37536;26985;10551
01.01.12;WA59;Getränkte, bestrichene usw. Gewebe;154745;92845;61900
01.01.12;WA60;Gewirke und Gestricke;70960;36557;34403
01.01.12;WA61;Bekleidung usw. aus Gewirken, Gestricken;525470;1079181;-553711
01.01.12;WA62;Andere Bekleidung, Bekleidungszubehör;675300;1264877;-589577
01.01.12;WA63;Andere Konfektion, Spinnstoffwaren usw.;155682;280562;-124880
01.01.12;WA64;Schuhe, Gamaschen, ähnliche Waren;348807;682302;-333495
01.01.12;WA65;Kopfbedeckungen und Teile davon;21279;35613;-14334
01.01.12;WA66;Schirme, Gehstöcke usw., Peitschen;6736;21578;-14842
01.01.12;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9107;16788;-7681
01.01.12;WA68;Waren aus Steinen, Gips, Zement usw.;281277;192067;89210
01.01.12;WA69;Keramische Waren;222285;184156;38129
01.01.12;WA70;Glas und Glaswaren;397524;319285;78239
01.01.12;WA71;Perlen, Edelsteine, Edelmetalle;1245870;1396859;-150989
01.01.12;WA72;Eisen und Stahl;2058547;2100468;-41921
01.01.12;WA73;Waren aus Eisen oder Stahl;1964886;1374778;590108
01.01.12;WA74;Kupfer und Waren daraus;1086065;851412;234653
01.01.12;WA75;Nickel und Waren daraus;99045;142668;-43623
01.01.12;WA76;Aluminium und Waren daraus;933327;970723;-37396
01.01.12;WA78;Blei und Waren daraus;29823;16564;13259
01.01.12;WA79;Zink und Waren daraus;50543;64647;-14104
01.01.12;WA80;Zinn und Waren daraus;10133;28846;-18713
01.01.12;WA81;Andere unedle Metalle, Cermets usw.;113182;128079;-14897
01.01.12;WA82;Werkzeuge, Schneidwaren, Essbestecke;534845;351590;183255
01.01.12;WA83;Verschiedene Waren aus unedlen Metallen;527570;333864;193706
01.01.12;WA84;Maschinen, Apparate, mechanische Geräte;14671545;8819845;5851700
01.01.12;WA85;Elektrotechnische Erzeugnisse;8466427;7681670;784757
01.01.12;WA86;Schienenfahrzeuge;272038;111568;160470
01.01.12;WA87;Kraftfahrzeuge, Landfahrzeuge;13923759;5330046;8593713
01.01.12;WA88;Luftfahrzeuge, Raumfahrzeuge;1925159;1463654;461505
01.01.12;WA89;Wasserfahrzeuge;743214;559931;183283
01.01.12;WA90;Optische, photografische usw. Erzeugnisse;3639080;2135020;1504060
01.01.12;WA91;Uhrmacherwaren;101032;138044;-37012
01.01.12;WA92;Musikinstrumente;34564;37541;-2977
01.01.12;WA93;Waffen und Munition;24632;12274;12358
01.01.12;WA94;Möbel, Beleuchtungskörper usw.;1007245;1218871;-211626
01.01.12;WA95;Spielzeug, Spiele usw., Sportgeräte;266866;386583;-119717
01.01.12;WA96;Verschiedene Waren;259217;187710;71507
01.01.12;WA97;Kunstgegenstände, Sammlungsstücke;44467;23613;20854
01.01.12;WA98;Vollständige Fabrikationsanlagen;187074;1440;185634
01.01.12;WA99;Zusammenstellungen verschiedener Waren;1343443;910594;432849
01.01.13;WA01;Lebende Tiere;140537;186663;-46126
01.01.13;WA02;Fleisch;659864;508336;151528
01.01.13;WA03;Fische, Krebs- und Weichtiere;92017;275365;-183348
01.01.13;WA04;Milch, Milcherzeugnisse, Eier, Honig;761428;523940;237488
01.01.13;WA05;Andere Waren tierischen Ursprungs;80739;81884;-1145
01.01.13;WA06;Pflanzen, Waren des Blumenhandels;40348;175115;-134767
01.01.13;WA07;Gemüse, Pflanzen für Ernährung;104454;441064;-336610
01.01.13;WA08;Geniessbare Früchte und Nüsse;110856;550856;-440000
01.01.13;WA09;Kaffee, Tee, Mate, Gewürze;209978;368405;-158427
01.01.13;WA10;Getreide;292915;256191;36724
01.01.13;WA11;Müllereierzeugnisse, Malz usw.;104002;42900;61102
01.01.13;WA12;Ölsamen usw., Heilpflanzen usw.;106713;388524;-281811
01.01.13;WA13;Schellack, Gummen, Harz, Pflanzensaft;43840;43067;773
01.01.13;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;766;1919;-1153
01.01.13;WA15;Tierische und pflanzliche Fette, Öle, Wachs;249779;274360;-24581
01.01.13;WA16;Zubereitungen von Fleisch, Fisch usw.;236040;201758;34282
01.01.13;WA17;Zucker und Zuckerwaren;160059;127460;32599
01.01.13;WA18;Kakao und Zubereitungen aus Kakao;303227;288216;15011
01.01.13;WA19;Zubereitungen aus Getreide usw., Backwaren;414642;243053;171589
01.01.13;WA20;Zubereitungen von Gemüse, Früchten usw.;188064;334239;-146175
01.01.13;WA21;Verschiedene Lebensmittelzubereitungen;378218;211488;166730
01.01.13;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;361060;518073;-157013
01.01.13;WA23;Rückstände der Lebensmittelindustrie, Futter;316054;357411;-41357
01.01.13;WA24;Tabak;303055;137047;166008
01.01.13;WA25;Salz, Schwefel, Steine, Erden usw.;148301;130396;17905
01.01.13;WA26;Erze, Schlacken, Aschen;24526;696163;-671637
01.01.13;WA27;Mineralische Brennstoffe usw.;2392393;10842019;-8449626
01.01.13;WA28;Anorganische chemische Erzeugnisse;722573;488964;233609
01.01.13;WA29;Organische chemische Erzeugnisse;2684939;2151021;533918
01.01.13;WA30;Pharmazeutische Erzeugnisse;4631366;2562835;2068531
01.01.13;WA31;Düngemittel;238099;134747;103352
01.01.13;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;884400;462911;421489
01.01.13;WA33;Etherische Öle, Riech-, Schönheitsmittel;703654;434247;269407
01.01.13;WA34;Seifen, Waschmittel usw.;538249;284794;253455
01.01.13;WA35;Eiweissstoffe, Klebstoffe, Enzyme;226778;163125;63653
01.01.13;WA36;Sprengstoffe, pyrotechnische Artikel usw.;15618;11441;4177
01.01.13;WA37;Photochemische Erzeugnisse;96026;61027;34999
01.01.13;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1658050;913809;744241
01.01.13;WA39;Kunststoffe und Waren daraus;4274151;2692849;1581302
01.01.13;WA40;Kautschuk und Waren daraus;1111325;1069390;41935
01.01.13;WA41;Häute, Felle, Leder;83681;66753;16928
01.01.13;WA42;Lederwaren, Sattlerwaren;131391;279350;-147959
01.01.13;WA43;Pelzfelle, künstliches Pelzwerk;9419;9858;-439
01.01.13;WA44;Holz, Holzwaren, Holzkohle;498405;508472;-10067
01.01.13;WA45;Kork, Korkwaren;2471;8261;-5790
01.01.13;WA46;Flechtwaren, Korbmacherwaren;3250;9760;-6510
01.01.13;WA47;Halbstoffe aus Holz usw., Papierabfall;97063;280986;-183923
01.01.13;WA48;Papier, Pappe und Waren daraus;1447325;983845;463480
01.01.13;WA49;Bücher, Zeitungen, Bilddrucke usw.;340003;157605;182398
01.01.13;WA50;Seide;6991;6508;483
01.01.13;WA51;Wolle, feine und grobe Tierhaare;58659;96651;-37992
01.01.13;WA52;Baumwolle;89385;86746;2639
01.01.13;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;5573;6951;-1378
01.01.13;WA54;Synthetisches oder künstliches Filament;155418;119920;35498
01.01.13;WA55;Synthetische oder künstliche Spinnfaser;161550;125010;36540
01.01.13;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;178153;95665;82488
01.01.13;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;41132;99431;-58299
01.01.13;WA58;Spezialgewebe, Spitzen, Tapisserien;36625;23956;12669
01.01.13;WA59;Getränkte, bestrichene usw. Gewebe;168811;95134;73677
01.01.13;WA60;Gewirke und Gestricke;61991;33126;28865
01.01.13;WA61;Bekleidung usw. aus Gewirken, Gestricken;547152;1176468;-629316
01.01.13;WA62;Andere Bekleidung, Bekleidungszubehör;689589;1306858;-617269
01.01.13;WA63;Andere Konfektion, Spinnstoffwaren usw.;163070;274654;-111584
01.01.13;WA64;Schuhe, Gamaschen, ähnliche Waren;373459;744121;-370662
01.01.13;WA65;Kopfbedeckungen und Teile davon;23898;34418;-10520
01.01.13;WA66;Schirme, Gehstöcke usw., Peitschen;6566;21402;-14836
01.01.13;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9561;15708;-6147
01.01.13;WA68;Waren aus Steinen, Gips, Zement usw.;266929;188566;78363
01.01.13;WA69;Keramische Waren;222305;169628;52677
01.01.13;WA70;Glas und Glaswaren;411976;320788;91188
01.01.13;WA71;Perlen, Edelsteine, Edelmetalle;1327279;1318964;8315
01.01.13;WA72;Eisen und Stahl;1966079;2044945;-78866
01.01.13;WA73;Waren aus Eisen oder Stahl;2000975;1338702;662273
01.01.13;WA74;Kupfer und Waren daraus;943814;942469;1345
01.01.13;WA75;Nickel und Waren daraus;96214;158095;-61881
01.01.13;WA76;Aluminium und Waren daraus;1025583;1054189;-28606
01.01.13;WA78;Blei und Waren daraus;43078;30393;12685
01.01.13;WA79;Zink und Waren daraus;47011;76150;-29139
01.01.13;WA80;Zinn und Waren daraus;10275;32056;-21781
01.01.13;WA81;Andere unedle Metalle, Cermets usw.;107034;113008;-5974
01.01.13;WA82;Werkzeuge, Schneidwaren, Essbestecke;566771;347564;219207
01.01.13;WA83;Verschiedene Waren aus unedlen Metallen;528443;320074;208369
01.01.13;WA84;Maschinen, Apparate, mechanische Geräte;14699790;9032257;5667533
01.01.13;WA85;Elektrotechnische Erzeugnisse;8759491;7891099;868392
01.01.13;WA86;Schienenfahrzeuge;250134;187747;62387
01.01.13;WA87;Kraftfahrzeuge, Landfahrzeuge;13819741;5268364;8551377
01.01.13;WA88;Luftfahrzeuge, Raumfahrzeuge;2116322;1527202;589120
01.01.13;WA89;Wasserfahrzeuge;152340;644615;-492275
01.01.13;WA90;Optische, photografische usw. Erzeugnisse;3839597;2205427;1634170
01.01.13;WA91;Uhrmacherwaren;119737;168426;-48689
01.01.13;WA92;Musikinstrumente;35930;33680;2250
01.01.13;WA93;Waffen und Munition;32474;13721;18753
01.01.13;WA94;Möbel, Beleuchtungskörper usw.;1005335;1218277;-212942
01.01.13;WA95;Spielzeug, Spiele usw., Sportgeräte;233831;416159;-182328
01.01.13;WA96;Verschiedene Waren;289413;208805;80608
01.01.13;WA97;Kunstgegenstände, Sammlungsstücke;36654;35060;1594
01.01.13;WA98;Vollständige Fabrikationsanlagen;444440;3560;440880
01.01.13;WA99;Zusammenstellungen verschiedener Waren;1321327;852047;469280
01.01.14;WA01;Lebende Tiere;130148;199488;-69340
01.01.14;WA02;Fleisch;626050;496033;130017
01.01.14;WA03;Fische, Krebs- und Weichtiere;109904;304103;-194199
01.01.14;WA04;Milch, Milcherzeugnisse, Eier, Honig;881402;592502;288900
01.01.14;WA05;Andere Waren tierischen Ursprungs;70886;73778;-2892
01.01.14;WA06;Pflanzen, Waren des Blumenhandels;48782;185178;-136396
01.01.14;WA07;Gemüse, Pflanzen für Ernährung;75544;487170;-411626
01.01.14;WA08;Geniessbare Früchte und Nüsse;115407;637729;-522322
01.01.14;WA09;Kaffee, Tee, Mate, Gewürze;186578;276368;-89790
01.01.14;WA10;Getreide;262493;259234;3259
01.01.14;WA11;Müllereierzeugnisse, Malz usw.;104069;42255;61814
01.01.14;WA12;Ölsamen usw., Heilpflanzen usw.;125923;379923;-254000
01.01.14;WA13;Schellack, Gummen, Harz, Pflanzensaft;41447;32736;8711
01.01.14;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;793;2159;-1366
01.01.14;WA15;Tierische und pflanzliche Fette, Öle, Wachs;244020;305024;-61004
01.01.14;WA16;Zubereitungen von Fleisch, Fisch usw.;231976;200293;31683
01.01.14;WA17;Zucker und Zuckerwaren;150179;138770;11409
01.01.14;WA18;Kakao und Zubereitungen aus Kakao;359244;312925;46319
01.01.14;WA19;Zubereitungen aus Getreide usw., Backwaren;414496;267518;146978
01.01.14;WA20;Zubereitungen von Gemüse, Früchten usw.;205524;354859;-149335
01.01.14;WA21;Verschiedene Lebensmittelzubereitungen;368893;205588;163305
01.01.14;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;369680;484642;-114962
01.01.14;WA23;Rückstände der Lebensmittelindustrie, Futter;325728;338360;-12632
01.01.14;WA24;Tabak;254048;121038;133010
01.01.14;WA25;Salz, Schwefel, Steine, Erden usw.;146987;136138;10849
01.01.14;WA26;Erze, Schlacken, Aschen;24973;794905;-769932
01.01.14;WA27;Mineralische Brennstoffe usw.;2408750;10104820;-7696070
01.01.14;WA28;Anorganische chemische Erzeugnisse;711751;524701;187050
01.01.14;WA29;Organische chemische Erzeugnisse;2362695;2198536;164159
01.01.14;WA30;Pharmazeutische Erzeugnisse;5260172;2898896;2361276
01.01.14;WA31;Düngemittel;185286;148610;36676
01.01.14;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;883777;487387;396390
01.01.14;WA33;Etherische Öle, Riech-, Schönheitsmittel;627753;396831;230922
01.01.14;WA34;Seifen, Waschmittel usw.;562084;240806;321278
01.01.14;WA35;Eiweissstoffe, Klebstoffe, Enzyme;240576;170788;69788
01.01.14;WA36;Sprengstoffe, pyrotechnische Artikel usw.;16648;18437;-1789
01.01.14;WA37;Photochemische Erzeugnisse;103899;52705;51194
01.01.14;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1701621;942787;758834
01.01.14;WA39;Kunststoffe und Waren daraus;4531656;2768324;1763332
01.01.14;WA40;Kautschuk und Waren daraus;1139289;1077898;61391
01.01.14;WA41;Häute, Felle, Leder;98434;74574;23860
01.01.14;WA42;Lederwaren, Sattlerwaren;143510;303812;-160302
01.01.14;WA43;Pelzfelle, künstliches Pelzwerk;14760;10626;4134
01.01.14;WA44;Holz, Holzwaren, Holzkohle;569176;579605;-10429
01.01.14;WA45;Kork, Korkwaren;2272;8374;-6102
01.01.14;WA46;Flechtwaren, Korbmacherwaren;3732;9794;-6062
01.01.14;WA47;Halbstoffe aus Holz usw., Papierabfall;101873;288964;-187091
01.01.14;WA48;Papier, Pappe und Waren daraus;1452917;1019728;433189
01.01.14;WA49;Bücher, Zeitungen, Bilddrucke usw.;333628;143778;189850
01.01.14;WA50;Seide;5855;6891;-1036
01.01.14;WA51;Wolle, feine und grobe Tierhaare;43740;48843;-5103
01.01.14;WA52;Baumwolle;86642;92560;-5918
01.01.14;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;4202;6330;-2128
01.01.14;WA54;Synthetisches oder künstliches Filament;163313;118317;44996
01.01.14;WA55;Synthetische oder künstliche Spinnfaser;167797;138846;28951
01.01.14;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;182648;99473;83175
01.01.14;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;41330;98001;-56671
01.01.14;WA58;Spezialgewebe, Spitzen, Tapisserien;38846;24660;14186
01.01.14;WA59;Getränkte, bestrichene usw. Gewebe;173170;88132;85038
01.01.14;WA60;Gewirke und Gestricke;62603;34040;28563
01.01.14;WA61;Bekleidung usw. aus Gewirken, Gestricken;604383;1239850;-635467
01.01.14;WA62;Andere Bekleidung, Bekleidungszubehör;692365;1319009;-626644
01.01.14;WA63;Andere Konfektion, Spinnstoffwaren usw.;178717;293106;-114389
01.01.14;WA64;Schuhe, Gamaschen, ähnliche Waren;421378;822435;-401057
01.01.14;WA65;Kopfbedeckungen und Teile davon;27510;35150;-7640
01.01.14;WA66;Schirme, Gehstöcke usw., Peitschen;6205;17689;-11484
01.01.14;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;9081;14949;-5868
01.01.14;WA68;Waren aus Steinen, Gips, Zement usw.;300358;195360;104998
01.01.14;WA69;Keramische Waren;229081;189296;39785
01.01.14;WA70;Glas und Glaswaren;453650;346932;106718
01.01.14;WA71;Perlen, Edelsteine, Edelmetalle;874239;1087278;-213039
01.01.14;WA72;Eisen und Stahl;1834316;1985345;-151029
01.01.14;WA73;Waren aus Eisen oder Stahl;2048205;1389433;658772
01.01.14;WA74;Kupfer und Waren daraus;950212;768705;181507
01.01.14;WA75;Nickel und Waren daraus;78532;88813;-10281
01.01.14;WA76;Aluminium und Waren daraus;994655;1082558;-87903
01.01.14;WA78;Blei und Waren daraus;40677;20223;20454
01.01.14;WA79;Zink und Waren daraus;50501;82987;-32486
01.01.14;WA80;Zinn und Waren daraus;11559;33740;-22181
01.01.14;WA81;Andere unedle Metalle, Cermets usw.;112547;109696;2851
01.01.14;WA82;Werkzeuge, Schneidwaren, Essbestecke;579409;352538;226871
01.01.14;WA83;Verschiedene Waren aus unedlen Metallen;552372;339203;213169
01.01.14;WA84;Maschinen, Apparate, mechanische Geräte;14804208;9463544;5340664
01.01.14;WA85;Elektrotechnische Erzeugnisse;8843034;8281104;561930
01.01.14;WA86;Schienenfahrzeuge;253514;160117;93397
01.01.14;WA87;Kraftfahrzeuge, Landfahrzeuge;15121326;5708283;9413043
01.01.14;WA88;Luftfahrzeuge, Raumfahrzeuge;1734452;1433520;300932
01.01.14;WA89;Wasserfahrzeuge;99535;73494;26041
01.01.14;WA90;Optische, photografische usw. Erzeugnisse;3946298;2258056;1688242
01.01.14;WA91;Uhrmacherwaren;133842;164097;-30255
01.01.14;WA92;Musikinstrumente;37030;37628;-598
01.01.14;WA93;Waffen und Munition;28967;13215;15752
01.01.14;WA94;Möbel, Beleuchtungskörper usw.;1027306;1276121;-248815
